what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1424467639553
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1424467640756
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1424467642271
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1424467642740
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1424467645209
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1424467646366
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1424467648038
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1424467649444
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1424467650772
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1424467650772
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1424467650772
closed,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1424467650788
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1424467650804
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1424467654366
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1424467657195
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1424467659835
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1424467662242
